date,traffic_source,campaign_name,device_category,sessions,product_views,add_to_cart,begin_checkout,purchases,revenue,conversion_rate,aov,country,city,purchased
2022-01-05,Organic Instagram,,tablet,1,4,0,0,0,0.0,0.0,0.0,India,Delhi,0
2022-01-05,Email/SMS,,mobile,19,71,1,0,2,3660.0,0.1053,1830.0,India,Bengaluru,1
2022-01-05,Email/SMS,,desktop,2,7,0,0,0,0.0,0.0,0.0,India,Surat,0
2022-01-05,Email/SMS,,tablet,1,3,0,0,0,0.0,0.0,0.0,India,Lucknow,0
2022-01-06,Meta,KS_AlwaysOn,mobile,94,442,5,2,0,0.0,0.0,0.0,India,Indore,0
2022-01-06,Meta,KS_AlwaysOn,desktop,41,120,2,0,3,5459.0,0.0732,1819.67,India,Hyderabad,1
2022-01-06,Meta,KS_AlwaysOn,tablet,10,32,0,0,0,0.0,0.0,0.0,India,Surat,0
2022-01-06,Google,,mobile,33,137,2,1,1,1313.53,0.0303,1313.53,India,Delhi,1
2022-01-06,Google,,desktop,12,30,0,0,1,1456.47,0.0833,1456.47,India,Pune,1
2022-01-06,Google,,tablet,3,6,0,0,0,0.0,0.0,0.0,India,Mumbai,0
2022-01-06,Influencer,,mobile,33,93,2,1,3,5713.71,0.0909,1904.57,India,Ahmedabad,1
2022-01-06,Influencer,,desktop,16,63,1,0,1,1904.29,0.0625,1904.29,India,Hyderabad,1
2022-01-06,Influencer,,tablet,3,15,0,0,0,0.0,0.0,0.0,India,Pune,0
2022-01-06,Organic Instagram,,mobile,14,58,1,0,0,0.0,0.0,0.0,India,Jaipur,0
2022-01-06,Organic Instagram,,desktop,8,27,0,0,1,1655.0,0.125,1655.0,India,Jaipur,1
2022-01-06,Organic Instagram,,tablet,0,0,0,0,0,0.0,0.0,0.0,India,Surat,0
2022-01-06,Email/SMS,,mobile,13,34,0,0,0,0.0,0.0,0.0,India,Jaipur,0
2022-01-06,Email/SMS,,desktop,6,24,0,0,0,0.0,0.0,0.0,India,Pune,0
2022-01-06,Email/SMS,,tablet,0,0,0,0,0,0.0,0.0,0.0,India,Delhi,0
2022-01-07,Meta,KS_AlwaysOn,mobile,105,303,8,3,12,21193.73,0.1143,1766.14,India,Pune,1
2022-01-07,Meta,KS_AlwaysOn,desktop,29,94,0,0,1,1515.44,0.0345,1515.44,India,Hyderabad,1
2022-01-07,Meta,KS_AlwaysOn,tablet,7,22,0,0,1,1632.83,0.1429,1632.83,India,Pune,1
2022-01-07,Google,,mobile,36,114,2,1,2,3211.49,0.0556,1605.75,India,Ahmedabad,1
2022-01-07,Google,,desktop,11,37,1,0,1,1767.51,0.0909,1767.51,India,Ahmedabad,1
2022-01-07,Google,,tablet,2,4,0,0,0,0.0,0.0,0.0,India,Mumbai,0
2022-01-07,Influencer,,mobile,28,95,2,1,1,1478.0,0.0357,1478.0,India,Mumbai,1
2022-01-07,Influencer,,desktop,20,75,0,0,0,0.0,0.0,0.0,India,Hyderabad,0
2022-01-07,Influencer,,tablet,1,3,0,0,0,0.0,0.0,0.0,India,Hyderabad,0
2022-01-07,Organic Instagram,,mobile,23,100,1,0,2,3373.0,0.087,1686.5,India,Surat,1
2022-01-07,Organic Instagram,,desktop,7,22,0,0,0,0.0,0.0,0.0,India,Mumbai,0
2022-01-07,Organic Instagram,,tablet,2,5,0,0,0,0.0,0.0,0.0,India,Delhi,0
2022-01-07,Email/SMS,,mobile,8,26,0,0,1,1692.0,0.125,1692.0,India,Hyderabad,1
2022-01-07,Email/SMS,,desktop,4,12,0,0,0,0.0,0.0,0.0,India,Lucknow,0
2022-01-07,Email/SMS,,tablet,0,0,0,0,0,0.0,0.0,0.0,India,Delhi,0
2022-01-08,Meta,KS_AlwaysOn,mobile,102,379,8,4,6,10226.49,0.0588,1704.42,India,Surat,1
2022-01-08,Meta,KS_AlwaysOn,desktop,34,110,1,0,1,1714.51,0.0294,1714.51,India,Delhi,1
2022-01-08,Meta,KS_AlwaysOn,tablet,4,10,0,0,0,0.0,0.0,0.0,India,Indore,0
2022-01-08,Google,,mobile,32,133,1,0,2,3784.0,0.0625,1892.0,India,Delhi,1
2022-01-08,Google,,desktop,13,54,0,0,0,0.0,0.0,0.0,India,Hyderabad,0
2022-01-08,Google,,tablet,2,8,0,0,0,0.0,0.0,0.0,India,Mumbai,0
2022-01-08,Influencer,,mobile,34,158,1,0,4,6720.06,0.1176,1680.01,India,Pune,1
2022-01-08,Influencer,,desktop,13,44,0,0,0,0.0,0.0,0.0,India,Ahmedabad,0
2022-01-08,Influencer,,tablet,4,9,0,0,1,1788.94,0.25,1788.94,India,Pune,1
2022-01-08,Organic Instagram,,mobile,13,44,0,0,1,1864.31,0.0769,1864.31,India,Ahmedabad,1
2022-01-08,Organic Instagram,,desktop,8,32,0,0,1,1467.69,0.125,1467.69,India,Hyderabad,1
2022-01-08,Organic Instagram,,tablet,0,0,0,0,0,0.0,0.0,0.0,India,Mumbai,0
2022-01-08,Email/SMS,,mobile,17,34,1,0,2,3023.0,0.1176,1511.5,India,Ahmedabad,1
2022-01-08,Email/SMS,,desktop,5,19,0,0,0,0.0,0.0,0.0,India,Mumbai,0
2022-01-08,Email/SMS,,tablet,3,8,0,0,0,0.0,0.0,0.0,India,Delhi,0
2022-01-09,Meta,KS_AlwaysOn,mobile,113,354,6,2,2,2892.51,0.0177,1446.26,India,Lucknow,1
2022-01-09,Meta,KS_AlwaysOn,desktop,28,91,2,1,1,1544.49,0.0357,1544.49,India,Hyderabad,1
2022-01-09,Meta,KS_AlwaysOn,tablet,10,32,0,0,0,0.0,0.0,0.0,India,Ahmedabad,0
2022-01-09,Google,,mobile,38,146,3,1,1,1539.0,0.0263,1539.0,India,Delhi,1
2022-01-09,Google,,desktop,9,36,0,0,0,0.0,0.0,0.0,India,Lucknow,0
2022-01-09,Google,,tablet,3,11,0,0,0,0.0,0.0,0.0,India,Pune,0
2022-01-09,Influencer,,mobile,33,98,2,0,1,1611.0,0.0303,1611.0,India,Indore,1
2022-01-09,Influencer,,desktop,12,52,0,0,0,0.0,0.0,0.0,India,Ahmedabad,0
2022-01-09,Influencer,,tablet,3,10,0,0,0,0.0,0.0,0.0,India,Delhi,0
2022-01-09,Organic Instagram,,mobile,16,55,1,0,2,3467.71,0.125,1733.85,India,Indore,1
2022-01-09,Organic Instagram,,desktop,8,22,0,0,1,1655.29,0.125,1655.29,India,Hyderabad,1
2022-01-09,Organic Instagram,,tablet,1,3,0,0,0,0.0,0.0,0.0,India,Mumbai,0
2022-01-09,Email/SMS,,mobile,22,86,0,0,0,0.0,0.0,0.0,India,Lucknow,0
2022-01-09,Email/SMS,,desktop,7,25,0,0,0,0.0,0.0,0.0,India,Lucknow,0
2022-01-09,Email/SMS,,tablet,2,6,0,0,0,0.0,0.0,0.0,India,Ahmedabad,0
2022-01-10,Meta,KS_AlwaysOn,mobile,99,336,8,4,7,13013.11,0.0707,1859.02,India,Lucknow,1
2022-01-10,Meta,KS_AlwaysOn,desktop,35,140,1,0,1,1830.89,0.0286,1830.89,India,Hyderabad,1
2022-01-10,Meta,KS_AlwaysOn,tablet,8,27,0,0,0,0.0,0.0,0.0,India,Mumbai,0
2022-01-10,Google,,mobile,45,90,3,1,1,1622.54,0.0222,1622.54,India,Jaipur,1
2022-01-10,Google,,desktop,11,38,0,0,1,1620.46,0.0909,1620.46,India,Ahmedabad,1
2022-01-10,Google,,tablet,1,3,0,0,0,0.0,0.0,0.0,India,Pune,0
2022-01-10,Influencer,,mobile,29,107,1,0,1,1835.24,0.0345,1835.24,India,Jaipur,1
2022-01-10,Influencer,,desktop,11,38,0,0,0,0.0,0.0,0.0,India,Surat,0
2022-01-10,Influencer,,tablet,3,11,0,0,1,1847.76,0.3333,1847.76,India,Pune,1
2022-01-10,Organic Instagram,,mobile,12,29,0,0,2,4017.0,0.1667,2008.5,India,Delhi,1
2022-01-10,Organic Instagram,,desktop,8,27,0,0,0,0.0,0.0,0.0,India,Delhi,0
2022-01-10,Organic Instagram,,tablet,1,3,0,0,0,0.0,0.0,0.0,India,Lucknow,0
2022-01-10,Email/SMS,,mobile,17,50,1,0,2,4065.0,0.1176,2032.5,India,Surat,1
2022-01-10,Email/SMS,,desktop,9,34,0,0,0,0.0,0.0,0.0,India,Bengaluru,0
2022-01-10,Email/SMS,,tablet,1,4,0,0,0,0.0,0.0,0.0,India,Ahmedabad,0
2022-01-11,Meta,KS_AlwaysOn,mobile,101,387,11,5,2,3272.48,0.0198,1636.24,India,Delhi,1
2022-01-11,Meta,KS_AlwaysOn,desktop,35,117,2,0,2,3196.52,0.0571,1598.26,India,Surat,1
2022-01-11,Meta,KS_AlwaysOn,tablet,5,21,0,0,0,0.0,0.0,0.0,India,Jaipur,0
2022-01-11,Google,,mobile,39,104,2,0,5,8234.7,0.1282,1646.94,India,Surat,1
2022-01-11,Google,,desktop,9,22,0,0,1,1751.3,0.1111,1751.3,India,Jaipur,1
2022-01-11,Google,,tablet,0,0,0,0,0,0.0,0.0,0.0,India,Jaipur,0
2022-01-11,Influencer,,mobile,39,145,2,0,2,3277.0,0.0513,1638.5,India,Delhi,1
2022-01-11,Influencer,,desktop,13,43,0,0,0,0.0,0.0,0.0,India,Indore,0
2022-01-11,Influencer,,tablet,1,2,0,0,0,0.0,0.0,0.0,India,Hyderabad,0
2022-01-11,Organic Instagram,,mobile,15,45,1,0,2,3635.11,0.1333,1817.56,India,Ahmedabad,1
2022-01-11,Organic Instagram,,desktop,1,3,0,0,1,2065.89,1.0,2065.89,India,Indore,1
2022-01-11,Organic Instagram,,tablet,4,15,0,0,0,0.0,0.0,0.0,India,Ahmedabad,0
2022-01-11,Email/SMS,,mobile,13,42,0,0,1,1503.42,0.0769,1503.42,India,Pune,1
2022-01-11,Email/SMS,,desktop,9,29,0,0,0,0.0,0.0,0.0,India,Indore,0
2022-01-11,Email/SMS,,tablet,2,9,0,0,1,1766.57,0.5,1766.57,India,Hyderabad,1
2022-01-12,Meta,KS_AlwaysOn,mobile,107,492,7,5,2,3532.21,0.0187,1766.11,India,Delhi,1
2022-01-12,Meta,KS_AlwaysOn,desktop,33,108,1,0,1,1382.43,0.0303,1382.43,India,Lucknow,1
2022-01-12,Meta,KS_AlwaysOn,tablet,3,13,0,0,1,1743.36,0.3333,1743.36,India,Ahmedabad,1
2022-01-12,Google,,mobile,41,155,2,1,0,0.0,0.0,0.0,India,Hyderabad,0
2022-01-12,Google,,desktop,11,39,1,0,0,0.0,0.0,0.0,India,Bengaluru,0
2022-01-12,Google,,tablet,3,12,0,0,0,0.0,0.0,0.0,India,Jaipur,0
2022-01-12,Influencer,,mobile,37,127,3,2,1,1350.0,0.027,1350.0,India,Indore,1
2022-01-12,Influencer,,desktop,11,22,0,0,0,0.0,0.0,0.0,India,Mumbai,0
2022-01-12,Influencer,,tablet,2,7,0,0,0,0.0,0.0,0.0,India,Surat,0
2022-01-12,Organic Instagram,,mobile,12,36,1,0,1,1535.31,0.0833,1535.31,India,Ahmedabad,1
2022-01-12,Organic Instagram,,desktop,7,25,0,0,1,1804.43,0.1429,1804.43,India,Pune,1
2022-01-12,Organic Instagram,,tablet,4,16,0,0,2,3812.26,0.5,1906.13,India,Pune,1
2022-01-12,Email/SMS,,mobile,20,83,1,0,1,1673.0,0.05,1673.0,India,Surat,1
2022-01-12,Email/SMS,,desktop,3,12,0,0,0,0.0,0.0,0.0,India,Surat,0
2022-01-12,Email/SMS,,tablet,1,3,0,0,0,0.0,0.0,0.0,India,Hyderabad,0
2022-01-13,Meta,KS_AlwaysOn,mobile,106,402,11,4,5,8065.63,0.0472,1613.13,India,Lucknow,1
2022-01-13,Meta,KS_AlwaysOn,desktop,28,96,1,0,3,4933.36,0.1071,1644.45,India,Surat,1
2022-01-13,Meta,KS_AlwaysOn,tablet,8,26,0,0,0,0.0,0.0,0.0,India,Mumbai,0
2022-01-13,Google,,mobile,41,108,2,1,1,2233.37,0.0244,2233.37,India,Mumbai,1
2022-01-13,Google,,desktop,17,53,1,0,3,5446.63,0.1765,1815.54,India,Delhi,1
2022-01-13,Google,,tablet,1,4,0,0,0,0.0,0.0,0.0,India,Delhi,0
2022-01-13,Influencer,,mobile,29,98,2,1,4,6866.0,0.1379,1716.5,India,Pune,1
2022-01-13,Influencer,,desktop,11,35,0,0,0,0.0,0.0,0.0,India,Ahmedabad,0
2022-01-13,Influencer,,tablet,2,4,0,0,0,0.0,0.0,0.0,India,Jaipur,0
2022-01-13,Organic Instagram,,mobile,14,50,0,0,0,0.0,0.0,0.0,India,Lucknow,0
2022-01-13,Organic Instagram,,desktop,6,15,0,0,2,3604.0,0.3333,1802.0,India,Delhi,1
2022-01-13,Organic Instagram,,tablet,2,5,0,0,0,0.0,0.0,0.0,India,Lucknow,0
2022-01-13,Email/SMS,,mobile,13,40,1,0,2,3186.0,0.1538,1593.0,India,Bengaluru,1
2022-01-13,Email/SMS,,desktop,5,19,0,0,0,0.0,0.0,0.0,India,Indore,0
2022-01-13,Email/SMS,,tablet,1,3,0,0,0,0.0,0.0,0.0,India,Mumbai,0
2022-01-14,Meta,KS_AlwaysOn,mobile,113,312,5,3,6,10276.28,0.0531,1712.71,India,Jaipur,1
2022-01-14,Meta,KS_AlwaysOn,desktop,51,239,1,0,1,1432.52,0.0196,1432.52,India,Jaipur,1
2022-01-14,Meta,KS_AlwaysOn,tablet,9,37,0,0,1,1703.2,0.1111,1703.2,India,Indore,1
2022-01-14,Google,,mobile,43,153,3,2,2,3564.0,0.0465,1782.0,India,Pune,1
2022-01-14,Google,,desktop,14,50,0,0,0,0.0,0.0,0.0,India,Lucknow,0
2022-01-14,Google,,tablet,2,6,0,0,0,0.0,0.0,0.0,India,Bengaluru,0
2022-01-14,Influencer,,mobile,32,121,2,0,0,0.0,0.0,0.0,India,Indore,0
2022-01-14,Influencer,,desktop,10,37,0,0,0,0.0,0.0,0.0,India,Lucknow,0
2022-01-14,Influencer,,tablet,6,12,0,0,0,0.0,0.0,0.0,India,Pune,0
2022-01-14,Organic Instagram,,mobile,15,45,1,0,0,0.0,0.0,0.0,India,Mumbai,0
2022-01-14,Organic Instagram,,desktop,5,15,0,0,1,1710.47,0.2,1710.47,India,Delhi,1
2022-01-14,Organic Instagram,,tablet,3,7,0,0,2,3643.53,0.6667,1821.76,India,Lucknow,1
2022-01-14,Email/SMS,,mobile,14,46,1,0,0,0.0,0.0,0.0,India,Ahmedabad,0
2022-01-14,Email/SMS,,desktop,3,6,0,0,0,0.0,0.0,0.0,India,Delhi,0
2022-01-14,Email/SMS,,tablet,1,4,0,0,0,0.0,0.0,0.0,India,Delhi,0
2022-01-15,Meta,KS_AlwaysOn,mobile,108,299,12,6,13,22018.0,0.1204,1693.69,India,Hyderabad,1
2022-01-15,Meta,KS_AlwaysOn,desktop,33,88,2,1,0,0.0,0.0,0.0,India,Pune,0
2022-01-15,Meta,KS_AlwaysOn,tablet,10,23,0,0,0,0.0,0.0,0.0,India,Ahmedabad,0
2022-01-15,Google,,mobile,30,75,1,0,1,2101.0,0.0333,2101.0,India,Surat,1
2022-01-15,Google,,desktop,10,35,0,0,0,0.0,0.0,0.0,India,Ahmedabad,0
2022-01-15,Google,,tablet,1,3,0,0,0,0.0,0.0,0.0,India,Lucknow,0
2022-01-15,Influencer,,mobile,35,144,2,1,1,1864.16,0.0286,1864.16,India,Hyderabad,1
2022-01-15,Influencer,,desktop,13,45,0,0,1,1846.15,0.0769,1846.15,India,Indore,1
2022-01-15,Influencer,,tablet,2,5,0,0,1,1775.7,0.5,1775.7,India,Lucknow,1
2022-01-15,Organic Instagram,,mobile,20,81,1,0,4,7003.0,0.2,1750.75,India,Indore,1
2022-01-15,Organic Instagram,,desktop,2,6,0,0,0,0.0,0.0,0.0,India,Mumbai,0
2022-01-15,Organic Instagram,,tablet,1,2,0,0,0,0.0,0.0,0.0,India,Surat,0
2022-01-15,Email/SMS,,mobile,14,58,0,0,1,2175.0,0.0714,2175.0,India,Mumbai,1
2022-01-15,Email/SMS,,desktop,6,24,0,0,0,0.0,0.0,0.0,India,Ahmedabad,0
2022-01-15,Email/SMS,,tablet,1,4,0,0,0,0.0,0.0,0.0,India,Mumbai,0
2022-01-16,Meta,KS_AlwaysOn,mobile,96,380,4,2,2,3394.0,0.0208,1697.0,India,Ahmedabad,1
2022-01-16,Meta,KS_AlwaysOn,desktop,52,187,2,1,0,0.0,0.0,0.0,India,Delhi,0
2022-01-16,Meta,KS_AlwaysOn,tablet,4,9,0,0,0,0.0,0.0,0.0,India,Pune,0
2022-01-16,Google,,mobile,40,150,2,1,4,6804.98,0.1,1701.24,India,Lucknow,1
2022-01-16,Google,,desktop,11,40,0,0,1,1586.87,0.0909,1586.87,India,Mumbai,1
2022-01-16,Google,,tablet,6,19,0,0,3,5103.16,0.5,1701.05,India,Mumbai,1
2022-01-16,Influencer,,mobile,37,99,2,0,1,1663.37,0.027,1663.37,India,Lucknow,1
2022-01-16,Influencer,,desktop,18,57,1,0,0,0.0,0.0,0.0,India,Lucknow,0
2022-01-16,Influencer,,tablet,1,3,0,0,1,1672.63,1.0,1672.63,India,Pune,1
2022-01-16,Organic Instagram,,mobile,11,38,0,0,5,8701.02,0.4545,1740.2,India,Surat,1
2022-01-16,Organic Instagram,,desktop,3,7,0,0,0,0.0,0.0,0.0,India,Indore,0
2022-01-16,Organic Instagram,,tablet,1,3,0,0,1,1597.98,1.0,1597.98,India,Indore,1
2022-01-16,Email/SMS,,mobile,15,56,1,0,0,0.0,0.0,0.0,India,Ahmedabad,0
2022-01-16,Email/SMS,,desktop,4,18,0,0,0,0.0,0.0,0.0,India,Indore,0
2022-01-16,Email/SMS,,tablet,1,2,0,0,1,1820.0,1.0,1820.0,India,Lucknow,1
2022-01-17,Meta,KS_AlwaysOn,mobile,91,305,6,4,4,6359.15,0.044,1589.79,India,Lucknow,1
2022-01-17,Meta,KS_AlwaysOn,desktop,43,112,3,1,5,9117.85,0.1163,1823.57,India,Bengaluru,1
2022-01-17,Meta,KS_AlwaysOn,tablet,7,24,0,0,0,0.0,0.0,0.0,India,Ahmedabad,0
2022-01-17,Google,,mobile,29,99,1,0,4,7604.91,0.1379,1901.23,India,Mumbai,1
2022-01-17,Google,,desktop,16,57,1,0,1,1750.09,0.0625,1750.09,India,Mumbai,1
2022-01-17,Google,,tablet,2,10,0,0,0,0.0,0.0,0.0,India,Hyderabad,0
2022-01-17,Influencer,,mobile,26,93,1,0,5,8830.0,0.1923,1766.0,India,Mumbai,1
2022-01-17,Influencer,,desktop,13,45,1,0,0,0.0,0.0,0.0,India,Indore,0
2022-01-17,Influencer,,tablet,3,11,0,0,0,0.0,0.0,0.0,India,Surat,0
2022-01-17,Organic Instagram,,mobile,17,51,1,0,2,3233.29,0.1176,1616.65,India,Hyderabad,1
2022-01-17,Organic Instagram,,desktop,4,13,0,0,2,3662.97,0.5,1831.48,India,Surat,1
2022-01-17,Organic Instagram,,tablet,1,4,0,0,1,1844.74,1.0,1844.74,India,Bengaluru,1
2022-01-17,Email/SMS,,mobile,12,45,1,0,3,4108.0,0.25,1369.33,India,Delhi,1
2022-01-17,Email/SMS,,desktop,2,5,0,0,0,0.0,0.0,0.0,India,Surat,0
2022-01-17,Email/SMS,,tablet,1,4,0,0,0,0.0,0.0,0.0,India,Pune,0
2022-01-18,Meta,KS_AlwaysOn,mobile,112,360,6,3,6,9763.23,0.0536,1627.21,India,Delhi,1
2022-01-18,Meta,KS_AlwaysOn,desktop,40,141,3,1,4,6944.11,0.1,1736.03,India,Jaipur,1
2022-01-18,Meta,KS_AlwaysOn,tablet,8,28,0,0,1,1533.66,0.125,1533.66,India,Lucknow,1
2022-01-18,Google,,mobile,33,70,2,1,2,4218.1,0.0606,2109.05,India,Hyderabad,1
2022-01-18,Google,,desktop,13,26,1,0,1,1970.9,0.0769,1970.9,India,Ahmedabad,1
2022-01-18,Google,,tablet,7,27,0,0,0,0.0,0.0,0.0,India,Ahmedabad,0
2022-01-18,Influencer,,mobile,38,141,1,0,0,0.0,0.0,0.0,India,Bengaluru,0
2022-01-18,Influencer,,desktop,13,42,0,0,1,1597.45,0.0769,1597.45,India,Surat,1
2022-01-18,Influencer,,tablet,4,15,0,0,1,1580.55,0.25,1580.55,India,Surat,1
