Order ID,SKU ID,"Category (top, bottom, outerwear, etc.)",Size,Color,MRP,Selling price,Discount %,Returned? (Y/N),Return reason (if any)
ORD-20220103-000044,SKU-SHI-0001,shirts,S,Black,1999,1809,9.5,N,
ORD-20220103-000045,SKU-SHI-0001,shirts,XXL,White,1999,2269,0.0,N,
ORD-20220103-000046,SKU-TSH-0004,tshirts,XXL,Olive,1499,1613,0.0,N,
ORD-20220103-000047,SKU-SHO-0023,shorts,XXL,Black,1799,1580,12.2,N,
ORD-20220103-000048,SKU-TSH-0010,tshirts,XXL,Grey,1799,999,44.5,Y,Different than images
ORD-20220103-000048,SKU-SHI-0001,shirts,M,Beige,1999,999,50.0,Y,Size issue
ORD-20220103-000049,SKU-JAC-0053,jackets,L,Maroon,4499,1885,50.0,N,
ORD-20220103-000050,SKU-PAN-0009,pants,XL,Maroon,2799,1730,38.2,N,
ORD-20220103-000051,SKU-PAN-0021,pants,XXL,Beige,2799,2236,20.1,N,
ORD-20220103-000052,SKU-SHI-0003,shirts,S,Olive,2799,1717,38.7,N,
ORD-20220103-000053,SKU-SHI-0017,shirts,L,Grey,2299,1033,50.0,N,
ORD-20220103-000053,SKU-SHI-0001,shirts,S,White,1999,999,50.0,N,
ORD-20220103-000054,SKU-SHI-0001,shirts,L,Maroon,1999,1445,27.7,Y,Size issue
ORD-20220103-000055,SKU-SHI-0001,shirts,S,Beige,1999,1996,0.2,N,
ORD-20220103-000056,SKU-JAC-0053,jackets,M,White,4499,1920,50.0,N,
ORD-20220103-000057,SKU-PAN-0002,pants,S,Black,2699,1563,42.1,N,
ORD-20220104-000058,SKU-CRO-0014,croptops,XS,White,1799,2257,0.0,Y,Size issue
ORD-20220104-000059,SKU-CRO-0019,croptops,XXL,White,1799,999,44.5,N,
ORD-20220104-000059,SKU-TSH-0004,tshirts,XS,White,1499,999,33.4,N,
ORD-20220104-000060,SKU-SHI-0001,shirts,XS,Blue,1999,999,50.0,N,
ORD-20220104-000060,SKU-PAN-0008,pants,S,Black,2999,1056,50.0,N,
ORD-20220104-000061,SKU-SHI-0003,shirts,L,White,2799,2231,20.3,N,
ORD-20220104-000062,SKU-TSH-0004,tshirts,XL,Navy,1499,999,33.4,Y,Size issue
ORD-20220104-000062,SKU-PAN-0002,pants,M,Blue,2699,1040,50.0,Y,Different than images
ORD-20220104-000063,SKU-SHI-0017,shirts,XXL,Olive,2299,2215,3.7,Y,Fit not as expected
ORD-20220104-000064,SKU-PAN-0009,pants,M,Navy,2799,1966,29.8,N,
ORD-20220104-000065,SKU-JAC-0027,jackets,XXL,Grey,4799,1765,50.0,N,
ORD-20220104-000066,SKU-PAN-0018,pants,XXL,Black,2799,1602,42.8,Y,Delayed delivery
ORD-20220105-000067,SKU-SHI-0003,shirts,XL,Black,2799,1655,40.9,Y,Delayed delivery
ORD-20220105-000068,SKU-PAN-0002,pants,L,Olive,2699,1848,31.5,N,
ORD-20220105-000069,SKU-SHI-0001,shirts,XXL,Black,1999,2017,0.0,Y,RTO
ORD-20220105-000070,SKU-SHI-0001,shirts,XL,Olive,1999,999,50.0,Y,Size issue
ORD-20220105-000070,SKU-SHO-0050,shorts,XL,Maroon,1799,999,44.5,Y,Changed mind
ORD-20220105-000071,SKU-CRO-0005,croptops,M,Blue,2399,1826,23.9,N,
ORD-20220105-000072,SKU-CRO-0014,croptops,S,Beige,1799,999,44.5,N,
ORD-20220105-000072,SKU-SHO-0050,shorts,S,Blue,1799,999,44.5,N,
ORD-20220105-000072,SKU-SHI-0001,shirts,S,Black,1999,999,50.0,N,
ORD-20220105-000073,SKU-SHI-0001,shirts,L,Blue,1999,999,50.0,Y,Changed mind
ORD-20220105-000073,SKU-TSH-0004,tshirts,XS,Beige,1499,999,33.4,Y,Delayed delivery
ORD-20220105-000074,SKU-CRO-0043,croptops,L,Olive,1799,1358,24.5,N,
ORD-20220105-000075,SKU-SHI-0003,shirts,S,Beige,2799,1684,39.8,Y,RTO
ORD-20220106-000076,SKU-TSH-0004,tshirts,M,Blue,1499,999,33.4,Y,Delayed delivery
ORD-20220106-000076,SKU-PAN-0002,pants,M,Black,2699,999,50.0,Y,Fit not as expected
ORD-20220106-000077,SKU-PAN-0020,pants,XXL,Maroon,2999,1655,44.8,N,
ORD-20220106-000078,SKU-TSH-0049,tshirts,M,Beige,1499,1960,0.0,Y,RTO
ORD-20220106-000079,SKU-CRO-0005,croptops,L,Beige,2399,1799,25.0,N,
ORD-20220106-000080,SKU-SHI-0003,shirts,S,Navy,2799,1350,50.0,N,
ORD-20220106-000081,SKU-PAN-0002,pants,M,Navy,2699,1956,27.5,N,
ORD-20220106-000082,SKU-SHI-0001,shirts,L,Grey,1999,1420,29.0,Y,Size issue
ORD-20220106-000083,SKU-SHI-0003,shirts,L,Beige,2799,1938,30.8,N,
ORD-20220106-000084,SKU-CRO-0038,croptops,XXL,Blue,2399,1990,17.0,N,
ORD-20220106-000085,SKU-SHI-0001,shirts,S,Maroon,1999,1869,6.5,N,
ORD-20220107-000086,SKU-CRO-0043,croptops,XXL,White,1799,1613,10.3,Y,Size issue
ORD-20220107-000087,SKU-CRO-0005,croptops,M,White,2399,1478,38.4,N,
ORD-20220107-000088,SKU-TSH-0004,tshirts,XXL,Beige,1499,1581,0.0,Y,Changed mind
ORD-20220107-000089,SKU-SHI-0045,shirts,XXL,Olive,2299,999,50.0,N,
ORD-20220107-000089,SKU-PAN-0002,pants,M,Maroon,2699,1011,50.0,N,
ORD-20220107-000090,SKU-SHI-0015,shirts,XS,White,2199,1692,23.1,N,
ORD-20220107-000091,SKU-SHI-0001,shirts,XL,Grey,1999,1893,5.3,N,
ORD-20220107-000092,SKU-SHI-0017,shirts,L,Grey,2299,2123,7.7,N,
ORD-20220107-000093,SKU-SHI-0006,shirts,S,Maroon,2799,1408,49.7,N,
ORD-20220107-000094,SKU-TSH-0041,tshirts,L,Olive,1499,1748,0.0,Y,Quality concern
ORD-20220107-000095,SKU-SHI-0024,shirts,M,Olive,2299,1417,38.4,Y,Different than images
ORD-20220107-000096,SKU-PAN-0008,pants,XL,Black,2999,2077,30.7,N,
ORD-20220107-000097,SKU-PAN-0047,pants,XS,Blue,2499,1763,29.5,N,
ORD-20220107-000098,SKU-SHI-0015,shirts,S,White,2199,1871,14.9,N,
ORD-20220107-000099,SKU-SHI-0051,shirts,XS,Blue,2499,1608,35.7,N,
ORD-20220107-000100,SKU-CRO-0007,croptops,M,Navy,1899,1736,8.6,N,
ORD-20220107-000101,SKU-PAN-0009,pants,M,White,2799,1350,50.0,N,
ORD-20220107-000102,SKU-CRO-0019,croptops,XL,White,1799,1404,22.0,N,
ORD-20220107-000103,SKU-PAN-0002,pants,S,Navy,2699,999,50.0,N,
ORD-20220107-000103,SKU-PAN-0008,pants,XL,Black,2999,999,50.0,N,
ORD-20220107-000103,SKU-TSH-0012,tshirts,S,Blue,1999,999,50.0,N,
ORD-20220107-000104,SKU-SHO-0033,shorts,M,White,2099,1936,7.8,Y,RTO
ORD-20220107-000105,SKU-TSH-0004,tshirts,M,White,1499,1760,0.0,N,
ORD-20220107-000106,SKU-PAN-0002,pants,XXL,Olive,2699,1350,50.0,N,
ORD-20220108-000107,SKU-SHI-0001,shirts,L,Navy,1999,1856,7.2,N,
ORD-20220108-000108,SKU-SHI-0001,shirts,M,Blue,1999,999,50.0,N,
ORD-20220108-000108,SKU-CRO-0007,croptops,M,Black,1899,999,47.4,N,
ORD-20220108-000109,SKU-SHI-0001,shirts,XXL,Blue,1999,1847,7.6,N,
ORD-20220108-000110,SKU-SHI-0003,shirts,XS,Beige,2799,999,50.0,Y,Delayed delivery
ORD-20220108-000110,SKU-SHI-0051,shirts,S,Maroon,2499,999,50.0,Y,Fit not as expected
ORD-20220108-000111,SKU-SHO-0039,shorts,S,Maroon,2299,999,50.0,N,
ORD-20220108-000111,SKU-SHI-0001,shirts,L,White,1999,999,50.0,N,
ORD-20220108-000112,SKU-PAN-0002,pants,XS,Grey,2699,999,50.0,N,
ORD-20220108-000112,SKU-SHI-0006,shirts,M,White,2799,999,50.0,N,
ORD-20220108-000113,SKU-CRO-0014,croptops,S,Beige,1799,1584,12.0,N,
ORD-20220108-000114,SKU-TSH-0004,tshirts,XS,Maroon,1499,1732,0.0,N,
ORD-20220108-000115,SKU-SHI-0001,shirts,XXL,Grey,1999,999,50.0,N,
ORD-20220108-000115,SKU-SHI-0001,shirts,XL,Maroon,1999,999,50.0,N,
ORD-20220108-000116,SKU-PAN-0009,pants,M,Beige,2799,1439,48.6,N,
ORD-20220108-000117,SKU-TSH-0004,tshirts,L,Beige,1499,999,33.4,N,
ORD-20220108-000117,SKU-SHI-0001,shirts,M,Beige,1999,999,50.0,N,
ORD-20220108-000118,SKU-SHI-0003,shirts,S,White,2799,1372,50.0,N,
ORD-20220108-000119,SKU-PAN-0002,pants,XS,Beige,2699,2186,19.0,N,
ORD-20220108-000120,SKU-SHI-0015,shirts,XS,Navy,2199,1450,34.1,N,
ORD-20220108-000121,SKU-TSH-0010,tshirts,S,Blue,1799,999,44.5,N,
ORD-20220108-000121,SKU-PAN-0021,pants,XXL,Grey,2799,999,50.0,N,
ORD-20220108-000122,SKU-TSH-0004,tshirts,S,White,1499,1554,0.0,Y,Quality concern
ORD-20220108-000123,SKU-JAC-0031,jackets,L,Olive,4799,1882,50.0,Y,Size issue
ORD-20220108-000124,SKU-PAN-0002,pants,L,Olive,2699,999,50.0,N,
ORD-20220108-000124,SKU-SHI-0003,shirts,L,Maroon,2799,999,50.0,N,
ORD-20220109-000125,SKU-JAC-0046,jackets,XL,Beige,4799,999,50.0,N,
ORD-20220109-000125,SKU-SHI-0006,shirts,M,Navy,2799,999,50.0,N,
ORD-20220109-000126,SKU-SHI-0001,shirts,M,White,1999,1648,17.6,N,
ORD-20220109-000127,SKU-JAC-0044,jackets,M,Olive,4199,1350,50.0,N,
ORD-20220109-000128,SKU-CRO-0005,croptops,XL,Beige,2399,999,50.0,Y,RTO
ORD-20220109-000128,SKU-SHI-0001,shirts,L,Olive,1999,999,50.0,Y,RTO
ORD-20220109-000128,SKU-SHI-0001,shirts,L,Navy,1999,999,50.0,Y,RTO
ORD-20220109-000129,SKU-CRO-0005,croptops,S,Blue,2399,1611,32.8,N,
ORD-20220109-000130,SKU-TSH-0049,tshirts,XL,Blue,1499,1590,0.0,N,
ORD-20220109-000131,SKU-SHI-0001,shirts,L,Olive,1999,999,50.0,Y,Different than images
ORD-20220109-000131,SKU-SHI-0001,shirts,XL,Beige,1999,999,50.0,Y,Different than images
ORD-20220109-000132,SKU-SHI-0001,shirts,M,Maroon,1999,999,50.0,Y,RTO
ORD-20220109-000132,SKU-CRO-0007,croptops,L,Grey,1899,999,47.4,Y,RTO
ORD-20220110-000133,SKU-TSH-0004,tshirts,M,Blue,1499,1350,9.9,N,
ORD-20220110-000134,SKU-SHI-0013,shirts,L,Maroon,2799,999,50.0,N,
ORD-20220110-000134,SKU-PAN-0009,pants,XL,Olive,2799,999,50.0,N,
ORD-20220110-000135,SKU-SHI-0003,shirts,L,Black,2799,1947,30.4,N,
ORD-20220110-000136,SKU-SHI-0013,shirts,XXL,Beige,2799,999,50.0,Y,Size issue
ORD-20220110-000136,SKU-SHI-0001,shirts,XS,Olive,1999,999,50.0,Y,Changed mind
ORD-20220110-000136,SKU-SHI-0001,shirts,XL,Blue,1999,999,50.0,Y,Fit not as expected
ORD-20220110-000136,SKU-PAN-0002,pants,M,Navy,2699,999,50.0,Y,Size issue
ORD-20220110-000137,SKU-SHI-0003,shirts,M,Blue,2799,1644,41.3,N,
ORD-20220110-000138,SKU-PAN-0034,pants,XXL,Beige,2999,1278,50.0,Y,RTO
ORD-20220110-000138,SKU-TSH-0004,tshirts,XXL,Maroon,1499,999,33.4,Y,RTO
ORD-20220110-000139,SKU-SHI-0001,shirts,M,Black,1999,2111,0.0,N,
ORD-20220110-000140,SKU-SHI-0003,shirts,XL,Maroon,2799,999,50.0,N,
ORD-20220110-000140,SKU-SHI-0001,shirts,XS,Maroon,1999,999,50.0,N,
ORD-20220110-000141,SKU-SHI-0001,shirts,XL,Navy,1999,2194,0.0,Y,Changed mind
ORD-20220110-000142,SKU-PAN-0026,pants,S,Beige,3299,2074,37.1,Y,RTO
ORD-20220110-000143,SKU-SHI-0006,shirts,S,Beige,2799,2210,21.0,Y,Size issue
ORD-20220110-000144,SKU-SHI-0001,shirts,L,White,1999,1736,13.2,Y,RTO
ORD-20220110-000145,SKU-PAN-0009,pants,M,Grey,2799,999,50.0,Y,Quality concern
ORD-20220110-000145,SKU-SHI-0006,shirts,M,Beige,2799,999,50.0,Y,Different than images
ORD-20220110-000146,SKU-SHI-0001,shirts,S,Olive,1999,1524,23.8,Y,Size issue
ORD-20220110-000147,SKU-TSH-0004,tshirts,XL,Navy,1499,999,33.4,N,
ORD-20220110-000147,SKU-SHI-0001,shirts,XS,Black,1999,1044,47.8,N,
ORD-20220110-000148,SKU-SHI-0003,shirts,L,Maroon,2799,999,50.0,N,
ORD-20220110-000148,SKU-JAC-0031,jackets,S,Grey,4799,999,50.0,N,
ORD-20220111-000149,SKU-SHI-0001,shirts,XL,Maroon,1999,1765,11.7,Y,Size issue
ORD-20220111-000150,SKU-SHI-0054,shirts,XXL,White,2499,1476,40.9,N,
ORD-20220111-000151,SKU-SHI-0006,shirts,XXL,Maroon,2799,1958,30.0,N,
ORD-20220111-000152,SKU-SHI-0001,shirts,XS,White,1999,999,50.0,N,
ORD-20220111-000152,SKU-SHO-0023,shorts,XS,Navy,1799,999,44.5,N,
ORD-20220111-000153,SKU-CRO-0005,croptops,L,Navy,2399,1580,34.1,N,
ORD-20220111-000154,SKU-SHI-0001,shirts,XXL,Navy,1999,1993,0.3,Y,Delayed delivery
ORD-20220111-000155,SKU-SHI-0001,shirts,XL,Navy,1999,1613,19.3,Y,RTO
ORD-20220111-000156,SKU-PAN-0002,pants,L,Grey,2699,999,50.0,N,
ORD-20220111-000156,SKU-SHI-0001,shirts,XS,Maroon,1999,999,50.0,N,
ORD-20220111-000156,SKU-SHI-0001,shirts,M,White,1999,999,50.0,N,
ORD-20220111-000157,SKU-PAN-0026,pants,XXL,Black,3299,1794,45.6,N,
ORD-20220111-000158,SKU-CRO-0007,croptops,XS,Blue,1899,999,47.4,N,
ORD-20220111-000158,SKU-TSH-0004,tshirts,XS,Beige,1499,999,33.4,N,
ORD-20220111-000159,SKU-SHI-0006,shirts,L,White,2799,1350,50.0,N,
ORD-20220111-000160,SKU-SHI-0003,shirts,XXL,Grey,2799,1877,32.9,N,
ORD-20220111-000161,SKU-PAN-0008,pants,S,Black,2999,1846,38.4,N,
ORD-20220111-000162,SKU-PAN-0018,pants,XL,Grey,2799,1350,50.0,Y,Size issue
ORD-20220111-000163,SKU-PAN-0002,pants,M,Olive,2699,1832,32.1,N,
ORD-20220111-000164,SKU-PAN-0002,pants,XXL,Maroon,2699,1876,30.5,N,
ORD-20220111-000165,SKU-PAN-0002,pants,XL,Black,2699,999,50.0,Y,Different than images
ORD-20220111-000165,SKU-SHI-0001,shirts,M,Grey,1999,999,50.0,Y,Different than images
ORD-20220112-000166,SKU-TSH-0004,tshirts,L,Black,1499,1583,0.0,N,
ORD-20220112-000167,SKU-TSH-0010,tshirts,XL,White,1799,1718,4.5,N,
ORD-20220112-000168,SKU-SHI-0036,shirts,L,Beige,2299,1809,21.3,N,
ORD-20220112-000169,SKU-SHI-0003,shirts,XXL,Grey,2799,999,50.0,N,
ORD-20220112-000169,SKU-SHI-0003,shirts,L,Maroon,2799,999,50.0,N,
ORD-20220112-000170,SKU-PAN-0018,pants,S,Grey,2799,1427,49.0,N,
ORD-20220112-000171,SKU-SHO-0011,shorts,XXL,Blue,1799,1863,0.0,N,
ORD-20220112-000172,SKU-SHO-0023,shorts,S,Olive,1799,1673,7.0,Y,RTO
ORD-20220112-000173,SKU-CRO-0014,croptops,XS,Grey,1799,1805,0.0,N,
ORD-20220112-000174,SKU-SHI-0001,shirts,M,Olive,1999,2042,0.0,Y,Delayed delivery
ORD-20220112-000175,SKU-TSH-0010,tshirts,L,White,1799,1563,13.1,Y,Size issue
ORD-20220113-000176,SKU-SHI-0001,shirts,S,Grey,1999,1775,11.2,N,
ORD-20220113-000177,SKU-PAN-0002,pants,XL,Maroon,2699,1799,33.3,Y,RTO
ORD-20220113-000178,SKU-CRO-0007,croptops,S,Beige,1899,2002,0.0,Y,Different than images
ORD-20220113-000179,SKU-TSH-0012,tshirts,S,Olive,1999,999,50.0,N,
ORD-20220113-000179,SKU-PAN-0002,pants,XXL,Blue,2699,999,50.0,N,
ORD-20220113-000180,SKU-PAN-0016,pants,XXL,Navy,2499,1747,30.1,N,
ORD-20220113-000181,SKU-SHI-0006,shirts,L,Blue,2799,999,50.0,Y,Quality concern
ORD-20220113-000181,SKU-SHI-0003,shirts,XL,Olive,2799,999,50.0,Y,Quality concern
ORD-20220113-000182,SKU-JAC-0027,jackets,XL,Olive,4799,1563,50.0,N,
ORD-20220113-000183,SKU-SHI-0003,shirts,M,Beige,2799,1935,30.9,N,
ORD-20220113-000184,SKU-SHI-0013,shirts,XXL,Navy,2799,2004,28.4,Y,Size issue
ORD-20220113-000185,SKU-TSH-0004,tshirts,XL,Navy,1499,1698,0.0,N,
ORD-20220113-000186,SKU-SHI-0001,shirts,XL,Grey,1999,1680,16.0,N,
ORD-20220113-000187,SKU-SHI-0001,shirts,XL,Maroon,1999,999,50.0,N,
ORD-20220113-000187,SKU-TSH-0004,tshirts,L,Olive,1499,999,33.4,N,
ORD-20220113-000188,SKU-PAN-0018,pants,S,Beige,2799,999,50.0,Y,RTO
ORD-20220113-000188,SKU-SHI-0001,shirts,L,Maroon,1999,999,50.0,Y,RTO
ORD-20220113-000189,SKU-PAN-0002,pants,S,Olive,2699,999,50.0,Y,Size issue
ORD-20220113-000189,SKU-PAN-0020,pants,S,Grey,2999,999,50.0,Y,Changed mind
ORD-20220113-000190,SKU-SHI-0006,shirts,M,Grey,2799,999,50.0,N,
ORD-20220113-000190,SKU-SHI-0003,shirts,XS,Blue,2799,999,50.0,N,
ORD-20220113-000191,SKU-SHI-0003,shirts,M,White,2799,1505,46.2,N,
ORD-20220113-000192,SKU-PAN-0009,pants,XXL,Beige,2799,1975,29.4,N,
ORD-20220113-000193,SKU-PAN-0002,pants,M,Blue,2699,1553,42.5,N,
ORD-20220113-000194,SKU-SHI-0013,shirts,S,Navy,2799,1478,47.2,N,
ORD-20220113-000195,SKU-PAN-0009,pants,M,Blue,2799,1590,43.2,Y,Size issue
ORD-20220114-000196,SKU-SHI-0001,shirts,S,Beige,1999,999,50.0,N,
ORD-20220114-000196,SKU-PAN-0002,pants,XXL,Black,2699,999,50.0,N,
ORD-20220114-000197,SKU-SHI-0003,shirts,M,Olive,2799,1426,49.1,N,
ORD-20220114-000198,SKU-CRO-0005,croptops,S,Navy,2399,999,50.0,N,
ORD-20220114-000198,SKU-TSH-0004,tshirts,XS,Black,1499,999,33.4,N,
ORD-20220114-000198,SKU-SHI-0001,shirts,XS,White,1999,999,50.0,N,
ORD-20220114-000199,SKU-TSH-0012,tshirts,S,Olive,1999,999,50.0,Y,Fit not as expected
ORD-20220114-000199,SKU-SHI-0003,shirts,M,Black,2799,999,50.0,Y,Different than images
ORD-20220114-000200,SKU-PAN-0002,pants,M,Navy,2699,999,50.0,Y,RTO
ORD-20220114-000200,SKU-CRO-0014,croptops,XS,Grey,1799,999,44.5,Y,RTO
ORD-20220114-000201,SKU-SHI-0001,shirts,L,Olive,1999,1703,14.8,N,
ORD-20220114-000202,SKU-SHI-0001,shirts,L,Black,1999,1815,9.2,N,
ORD-20220114-000203,SKU-PAN-0002,pants,S,Olive,2699,1350,50.0,N,
ORD-20220114-000204,SKU-TSH-0004,tshirts,XXL,Grey,1499,999,33.4,N,
ORD-20220114-000204,SKU-SHI-0054,shirts,L,Navy,2499,1014,50.0,N,
ORD-20220114-000205,SKU-TSH-0004,tshirts,L,White,1499,1795,0.0,N,
ORD-20220114-000206,SKU-TSH-0010,tshirts,XXL,Black,1799,2030,0.0,N,
ORD-20220114-000207,SKU-SHI-0001,shirts,XS,Olive,1999,1671,16.4,N,
ORD-20220114-000208,SKU-SHI-0036,shirts,XXL,Black,2299,999,50.0,N,
ORD-20220114-000208,SKU-PAN-0002,pants,XXL,Blue,2699,999,50.0,N,
ORD-20220114-000208,SKU-PAN-0028,pants,XS,Maroon,3299,999,50.0,N,
ORD-20220115-000209,SKU-SHI-0001,shirts,XXL,Olive,1999,1721,13.9,N,
ORD-20220115-000210,SKU-TSH-0012,tshirts,S,Olive,1999,999,50.0,N,
ORD-20220115-000210,SKU-TSH-0029,tshirts,XXL,Navy,1699,999,41.2,N,
ORD-20220115-000211,SKU-TSH-0004,tshirts,XS,Black,1499,1583,0.0,N,
ORD-20220115-000212,SKU-SHI-0001,shirts,XXL,Beige,1999,1858,7.1,N,
ORD-20220115-000213,SKU-SHI-0001,shirts,XXL,Blue,1999,999,50.0,Y,Different than images
ORD-20220115-000213,SKU-SHI-0001,shirts,M,Maroon,1999,999,50.0,Y,Size issue
ORD-20220115-000213,SKU-PAN-0008,pants,M,Maroon,2999,999,50.0,Y,Size issue
ORD-20220115-000214,SKU-CRO-0007,croptops,XL,Olive,1899,999,47.4,N,
ORD-20220115-000214,SKU-SHI-0013,shirts,XXL,Maroon,2799,999,50.0,N,
ORD-20220115-000214,SKU-CRO-0030,croptops,XXL,White,1599,999,37.5,N,
ORD-20220115-000215,SKU-SHI-0003,shirts,XS,Grey,2799,2125,24.1,N,
ORD-20220115-000216,SKU-CRO-0005,croptops,L,Black,2399,1873,21.9,N,
ORD-20220115-000217,SKU-SHI-0001,shirts,XL,Blue,1999,999,50.0,Y,Quality concern
ORD-20220115-000217,SKU-PAN-0002,pants,M,Beige,2699,999,50.0,Y,Size issue
ORD-20220115-000217,SKU-SHI-0001,shirts,S,Grey,1999,999,50.0,Y,Changed mind
ORD-20220115-000218,SKU-SHI-0003,shirts,XS,Beige,2799,1882,32.8,N,
